,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE
321,Wilson Chandler,BKN,33,35,16,19,21,101.7,108.2,-6.4,0.08,1.15,14.7,0.014,0.164,0.091,12.8,0.505,0.531,0.128,102.59,6.5
321,Carsen Edwards,BOS,22,35,24,11,9,93,99.4,-6.4,0.116,1.47,14.2,0.016,0.108,0.059,9.7,0.42,0.446,0.168,105.05,5.1
321,Dante Exum,CLE,24,35,10,25,13.9,98.2,107.1,-8.8,0.124,1.29,19,0.024,0.109,0.066,14.8,0.534,0.576,0.145,101.12,7.5
321,Terance Mann,LAC,23,35,22,13,7.7,103.3,102.2,1.2,0.185,2.71,34.2,0.014,0.098,0.057,12.6,0.435,0.472,0.109,106.96,4.8
321,Karl-Anthony Towns,MIN,24,35,10,25,33.9,113.9,115.4,-1.5,0.21,1.39,15.7,0.075,0.24,0.155,11.3,0.6,0.642,0.278,104.69,16.8
321,Kenrich Williams,NOP,25,35,12,23,22.3,105.8,108.2,-2.3,0.088,2.52,23.5,0.056,0.158,0.105,9.3,0.43,0.43,0.09,103.55,5.4
321,Gary Clark,ORL,25,35,20,15,12.1,105.8,107.4,-1.6,0.05,3,12,0.055,0.124,0.089,4,0.515,0.534,0.103,104.3,6.5
329,Brandon Goodwin,ATL,24,34,13,21,12.7,94.5,108.2,-13.8,0.208,1.76,18,0.023,0.132,0.076,10.2,0.468,0.507,0.22,104.54,9.4
329,Eric Gordon,HOU,31,34,21,13,28.6,111.7,110.3,1.4,0.079,1.44,9.2,0.007,0.054,0.03,6.4,0.475,0.511,0.211,107.36,5.6
329,Dennis Smith Jr.,NYK,22,34,7,27,15.8,95.7,112.8,-17.1,0.297,1.69,25.1,0.034,0.102,0.067,14.8,0.379,0.399,0.223,101.15,4.9
329,Deonte Burton,OKC,26,34,20,14,8.4,93.2,105.2,-12,0.063,0.79,8.2,0.02,0.124,0.074,10.4,0.419,0.426,0.184,104.4,4.3
329,Justin James,SAC,23,34,13,21,6.4,96.8,98.3,-1.6,0.116,2,14.3,0.026,0.11,0.067,7.1,0.481,0.487,0.184,104.04,7.9
334,Skal Labissiere,ATL,24,33,14,19,17.2,107.8,106.5,1.3,0.106,1.4,17.9,0.105,0.155,0.131,12.8,0.561,0.588,0.139,103.4,9.3
334,Theo Pinson,BKN,24,33,15,18,11.1,95.1,99.7,-4.6,0.24,1.7,22.4,0.024,0.101,0.064,13.2,0.339,0.37,0.218,102.85,5.1
334,Noah Vonleh,DEN,24,33,13,20,11,98.3,103.3,-5.1,0.115,1.29,17.9,0.087,0.208,0.147,13.9,0.579,0.621,0.136,106.45,12.7
334,Jabari Parker,SAC,25,33,7,26,25.8,108.4,116.1,-7.7,0.108,1,10.9,0.061,0.169,0.113,10.9,0.538,0.561,0.234,104.68,10.8
334,Matt Thomas,TOR,25,33,24,9,9.7,101.9,102.1,-0.2,0.085,1.42,11.9,0.018,0.108,0.063,8.4,0.644,0.65,0.155,102.77,9.9
339,James Johnson,MIN,33,32,14,18,19.4,109.1,113.8,-4.6,0.177,1.54,20.7,0.038,0.145,0.09,13.4,0.556,0.572,0.186,105.48,8.6
339,Jonathan Isaac,ORL,22,32,13,19,29.7,105.5,105.2,0.3,0.07,0.94,9.9,0.057,0.174,0.114,10.6,0.509,0.542,0.181,99.61,10.5
339,Shake Milton,PHI,23,32,19,13,19.1,112.7,111.3,1.4,0.17,1.87,20.3,0.018,0.095,0.056,10.9,0.608,0.633,0.194,100.04,9
339,Frank Kaminsky,PHX,27,32,12,20,22.4,106.6,108.9,-2.3,0.151,2.15,16.9,0.039,0.177,0.106,7.8,0.525,0.554,0.202,104.38,10.2
343,Willy Hernangomez,CHA,26,31,7,24,12.1,102.2,104.8,-2.6,0.136,0.97,12.8,0.105,0.243,0.171,13.3,0.55,0.576,0.222,98.76,14.4
343,D.J. Wilson,MIL,24,31,27,4,9,96.6,103.1,-6.5,0.12,1.47,15.5,0.035,0.169,0.108,10.6,0.465,0.476,0.172,106.14,7.6
343,Kelan Martin,MIN,24,31,12,19,16,101.4,103.1,-1.7,0.071,1.15,9.7,0.021,0.154,0.085,8.4,0.461,0.506,0.171,106.45,7.7
343,Tyler Johnson,PHX,28,31,11,20,16.6,99.1,107.2,-8.1,0.149,2.08,19.2,0.018,0.076,0.047,9.2,0.45,0.481,0.169,105.3,5.6
347,Grayson Allen,MEM,24,30,14,16,16.6,105.2,111.6,-6.5,0.119,1.87,16.8,0.009,0.118,0.063,9,0.543,0.577,0.173,105.99,8.2
347,Naz Reid,MIN,20,30,8,22,16.5,108.4,107.6,0.7,0.106,1.59,10.9,0.06,0.176,0.115,6.8,0.477,0.505,0.234,105.6,8.5
347,Jordan McLaughlin,MIN,24,30,7,23,19.7,105.3,111.1,-5.8,0.303,4.03,35.8,0.01,0.079,0.04,8.9,0.57,0.587,0.151,106.5,11
347,Deandre Ayton,PHX,21,30,12,18,33.2,110.5,108.4,2.2,0.093,0.8,9.1,0.124,0.229,0.177,11.3,0.548,0.571,0.237,102.26,14.1
351,Chris Clemons,HOU,22,29,18,11,8.7,101.1,107.9,-6.8,0.15,1.29,13.1,0.011,0.071,0.041,10.1,0.536,0.546,0.239,105.82,8.1
351,Jordan Bell,MEM,25,29,8,21,8.8,108,109.7,-1.6,0.09,0.76,13.6,0.11,0.187,0.149,17.8,0.552,0.577,0.159,104.75,9.6
351,Jacob Evans,MIN,23,29,8,21,14.4,99,110,-11,0.12,1.24,15.2,0.019,0.077,0.046,12.3,0.384,0.436,0.167,103.95,3.3
351,Reggie Bullock,NYK,29,29,9,20,23.6,103.8,109.6,-5.8,0.087,2.21,14.4,0.018,0.082,0.049,6.5,0.484,0.502,0.153,100.02,5.8
351,Luguentz Dort,OKC,21,29,22,7,22,112.5,107.8,4.6,0.044,1.4,10.1,0.024,0.058,0.042,7.2,0.484,0.521,0.128,99.59,3.1
351,Gary Payton II,WAS,27,29,13,16,14.9,101.7,116.1,-14.3,0.158,2.4,25.7,0.053,0.127,0.088,10.7,0.47,0.473,0.129,102.83,6.9
357,Chandler Hutchison,CHI,24,28,8,20,18.8,97,108.9,-11.9,0.077,0.96,9.9,0.032,0.18,0.101,10.3,0.491,0.521,0.183,105.15,8.6
357,Luke Kennard,DET,24,28,11,17,32.9,109.2,111.3,-2.1,0.188,2.67,21.7,0.01,0.095,0.054,8.1,0.548,0.589,0.193,98.61,9.8
357,Jahlil Okafor,NOP,24,28,9,19,15.1,104.3,116,-11.8,0.13,1,15,0.097,0.164,0.13,15,0.615,0.631,0.193,103.71,10.5
357,Ty Jerome,PHX,22,28,13,15,11.2,97.6,112.5,-14.9,0.225,2.39,24.9,0.017,0.115,0.062,10.4,0.41,0.437,0.166,102.87,6.6
357,Wenyen Gabriel,POR,23,28,9,19,7.5,103,111.8,-8.8,0.053,0.5,10.1,0.076,0.152,0.109,20.3,0.5,0.547,0.132,105.96,4.5
362,Romeo Langford,BOS,20,27,19,8,11,110.5,102.1,8.5,0.026,0.67,6.7,0.043,0.057,0.05,10,0.414,0.465,0.116,101.13,2.3
362,Tim Frazier,DET,29,27,9,18,13.1,100.5,107.4,-6.9,0.391,2.58,39.6,0.024,0.071,0.047,15.3,0.415,0.464,0.171,100.04,6.8
362,Bruno Caboclo,HOU,24,27,10,17,8.1,101.2,104,-2.8,0.082,1.33,12,0.086,0.135,0.11,9,0.442,0.455,0.157,107.64,7.6
362,Caleb Swanigan,POR,23,27,12,15,10.7,108,114.5,-6.5,0.138,0.84,25.4,0.099,0.248,0.176,30.3,0.596,0.597,0.132,104.23,5.4
362,Admiral Schofield,WAS,23,27,9,18,10.8,104.1,109,-4.9,0.068,2,13.7,0.018,0.092,0.054,6.9,0.493,0.514,0.123,103.31,3.7
367,J.J. Barea,DAL,36,26,13,13,15,113.4,108,5.5,0.367,2.83,30.8,0.025,0.098,0.061,10.9,0.494,0.519,0.245,100.06,10.7
367,Derrick Walton Jr.,DET,25,26,15,11,9.6,103.7,104.6,-0.9,0.155,5.4,36,0.007,0.054,0.03,6.7,0.59,0.617,0.079,103.71,5.8
367,Tyson Chandler,HOU,37,26,15,11,8.4,109.7,104.1,5.7,0.037,0.75,15.8,0.097,0.172,0.133,21.1,0.778,0.717,0.057,107.95,6.1
367,JaKarr Sampson,IND,27,26,15,11,13.1,108,106,2.1,0.033,1.29,8.6,0.046,0.127,0.088,6.7,0.605,0.607,0.12,101.72,6.5
367,Kyle O'Quinn,PHI,30,26,17,9,9.9,103.5,112.4,-8.9,0.192,1.94,26.3,0.112,0.259,0.181,13.5,0.535,0.541,0.154,100.56,12.1
372,Brandon Knight,DET,28,25,4,21,18.5,108.8,116.4,-7.6,0.216,1.82,23.8,0.009,0.093,0.047,13.1,0.488,0.503,0.207,98.8,5.2
372,TJ Leaf,IND,23,25,14,11,7.7,95.8,97.6,-1.8,0.045,0.86,6.8,0.099,0.184,0.143,8,0.471,0.485,0.17,105.56,10.2
372,Edmond Sumner,IND,24,25,11,14,13.8,106.6,110.2,-3.7,0.151,2.05,22.2,0.029,0.073,0.052,10.8,0.468,0.485,0.171,101.76,5.6
372,Trey Burke,PHI,27,25,13,12,13.1,110.7,105.9,4.8,0.238,4.42,26.5,0.045,0.061,0.053,6,0.528,0.545,0.188,96.84,10.7
372,Malcolm Miller,TOR,27,25,21,4,5,115.1,98.9,16.3,0.08,2.67,21.1,0.008,0.09,0.052,7.9,0.458,0.432,0.094,102.62,2.9
372,Ed Davis,UTA,31,25,15,10,10.7,94.4,108.2,-13.8,0.045,0.62,13.3,0.102,0.24,0.17,21.7,0.412,0.425,0.084,100.04,4.8
378,Courtney Lee,DAL,34,24,15,9,14.4,116.8,110.1,6.7,0.044,1.09,11.2,0.019,0.07,0.044,10.3,0.616,0.629,0.116,101.35,5.2
378,Allonzo Trier,NYK,24,24,2,22,12.1,100,111.1,-11.1,0.164,1.27,15.9,0.018,0.078,0.046,12.5,0.571,0.62,0.208,102.19,9.2
378,Anzejs Pasecniks,WAS,24,24,9,15,16.9,109.3,108.9,0.4,0.059,0.77,10.1,0.085,0.151,0.116,13.1,0.528,0.555,0.151,103.88,6.1
381,Robert Williams III,BOS,22,23,15,8,14,109.7,108.6,1.2,0.097,1.1,19.1,0.102,0.214,0.159,17.4,0.677,0.671,0.122,101.63,12.5
381,Isaiah Hartenstein,HOU,22,23,16,7,11.6,113.3,104.6,8.7,0.095,1.13,16.1,0.107,0.2,0.156,14.3,0.657,0.674,0.144,105.37,11.8
381,Reggie Jackson,LAC,30,23,11,12,24.2,113.3,105.9,7.4,0.285,2.53,24.3,0.027,0.088,0.058,9.6,0.504,0.533,0.24,99.33,10.4
381,Jake Layman,MIN,26,23,11,12,22,106.6,104.6,2,0.041,0.63,6.5,0.03,0.075,0.052,10.4,0.52,0.544,0.165,109.7,5.9
385,Nicolas Batum,CHA,31,22,6,16,23,108.6,111.9,-3.3,0.173,3,38.2,0.049,0.146,0.097,12.7,0.432,0.463,0.093,97.67,6.8
385,Cristiano Felicio,CHI,27,22,6,16,17.5,111.1,118.8,-7.7,0.053,0.89,16.3,0.144,0.139,0.142,18.4,0.63,0.671,0.088,99.68,6.7
385,Ante Zizic,CLE,23,22,4,18,10,114.2,112.9,1.3,0.038,0.6,6.3,0.084,0.211,0.149,10.5,0.569,0.597,0.168,101.71,10.1
388,Chris Chiozza,BKN,24,21,9,12,11.8,103.7,93.5,10.2,0.289,2.82,33.1,0.021,0.111,0.064,11.7,0.519,0.526,0.157,104.72,10.8
388,Vincent Poirier,BOS,26,21,18,3,5.4,104.3,108.1,-3.8,0.084,1.17,14.3,0.087,0.18,0.137,12.2,0.5,0.54,0.147,108.55,7
388,Michael Kidd-Gilchrist,DAL,26,21,10,11,11,100.4,97.7,2.7,0.09,1,14.3,0.046,0.163,0.105,14.3,0.358,0.401,0.143,98.68,3.9
388,PJ Dozier,DEN,23,21,15,6,11.1,105.6,107.1,-1.6,0.17,2.64,21.3,0.019,0.101,0.059,8.1,0.434,0.449,0.184,103.8,5.6
388,DeMarre Carroll,HOU,33,21,10,11,11,112.8,105,7.7,0.099,1.13,17.1,0.051,0.143,0.1,15.2,0.454,0.523,0.158,103.02,5.4
388,Rodney Hood,POR,27,21,8,13,29.5,112.3,111.6,0.6,0.068,1.68,13.6,0.015,0.092,0.054,8.1,0.608,0.625,0.137,103.31,7.4
394,David Nwaba,BKN,27,20,8,12,13.4,102.1,94.9,7.2,0.046,1,8,0.027,0.109,0.071,8,0.606,0.627,0.139,104.69,9.8
394,Kyrie Irving,BKN,28,20,8,12,32.9,112.7,113.1,-0.4,0.331,2.46,20,0.032,0.12,0.075,8.1,0.546,0.595,0.318,104.28,16.4
394,Kevon Looney,GSW,24,20,6,14,13.1,92.6,110.9,-18.3,0.12,1.67,17.5,0.098,0.151,0.123,10.5,0.373,0.403,0.147,103.12,5.6
394,Norvel Pelle,PHI,27,20,11,9,8.9,97,113.4,-16.4,0.056,0.54,11.5,0.085,0.237,0.16,21.3,0.514,0.521,0.126,100.07,6.1
394,Stanley Johnson,TOR,24,20,15,5,4.8,91.3,96.1,-4.9,0.129,1,16,0.028,0.162,0.098,16,0.29,0.342,0.177,102.96,4.6
399,Evan Turner,MIN,31,19,3,16,13.2,92.2,103.6,-11.4,0.235,1.46,27.9,0.028,0.107,0.067,19.1,0.373,0.424,0.154,107.37,6.2
399,Zion Williamson,NOP,19,19,10,9,29.7,113.5,103.1,10.4,0.111,0.8,9.1,0.093,0.114,0.104,11.3,0.599,0.624,0.282,107.6,14.3
399,Oshae Brissett,TOR,22,19,15,4,7.1,108.1,96.5,11.6,0.074,1,12.7,0.063,0.109,0.087,12.7,0.403,0.458,0.145,100.75,4.2
402,Caleb Martin,CHA,24,18,6,12,17.6,103.2,102.4,0.8,0.122,1.53,17.4,0.03,0.086,0.058,11.4,0.56,0.595,0.152,95.85,7.7
402,Blake Griffin,DET,31,18,8,10,28.5,109.3,111.9,-2.6,0.184,1.48,15.1,0.032,0.128,0.079,10.3,0.406,0.476,0.277,98.24,8.4
402,Josh Jackson,MEM,23,18,9,9,19.8,109.1,105.9,3.3,0.118,1.24,13.7,0.028,0.117,0.073,11,0.513,0.539,0.217,105.84,8.8
402,Thanasis Antetokounmpo,MIL,27,18,15,3,5.2,91.6,104.2,-12.6,0.158,0.82,14.5,0.11,0.073,0.091,17.7,0.528,0.528,0.219,110.29,6.8
402,Amile Jefferson,ORL,27,18,5,13,4.1,96.9,88.4,8.5,0.078,1.33,14.3,0.112,0.163,0.136,10.7,0.357,0.372,0.129,101.71,5.1
402,Al-Farouq Aminu,ORL,29,18,7,11,21.1,94.7,100.1,-5.4,0.088,1.24,15.2,0.053,0.158,0.102,12.3,0.343,0.395,0.127,100.15,6.3
402,Garrison Mathews,WAS,23,18,8,10,12.6,111.8,104.7,7.1,0.063,1.25,11.6,0.025,0.075,0.05,9.3,0.598,0.691,0.137,103.85,7.8
409,Ryan Broekhoff,DAL,29,17,10,7,10.6,115.5,113.4,2.1,0.083,1.83,13.9,0.025,0.202,0.112,7.6,0.542,0.568,0.155,103.4,8.4
410,Jalen McDaniels,CHA,22,16,7,9,18.3,105.3,108.8,-3.6,0.069,1.18,12.9,0.05,0.172,0.11,10.9,0.536,0.574,0.131,96.06,7.5
410,Dragan Bender,GSW,22,16,10,6,17.8,105.9,104.8,1.1,0.142,1.33,19,0.06,0.183,0.126,14.3,0.527,0.545,0.18,103.13,7.9
410,Yuta Watanabe,MEM,25,16,8,8,6.2,103.3,101.9,1.4,0.054,2,10.3,0.053,0.111,0.08,5.1,0.466,0.461,0.138,102.99,5.4
410,Chimezie Metu,SAS,23,16,7,9,4.5,102.5,100,2.5,0.14,1.2,12,0.125,0.216,0.169,10,0.571,0.597,0.238,101.92,18.6
410,Juwan Morgan,UTA,23,16,10,6,4.6,107,92.6,14.4,0.032,0.67,9.1,0.068,0.161,0.118,13.6,0.559,0.559,0.109,104.08,8.1
415,Nicolas Claxton,BKN,21,15,5,10,12.5,94.1,109.7,-15.6,0.142,1.78,19.5,0.09,0.112,0.101,11,0.573,0.577,0.144,105.2,9.2
415,John Konchar,MEM,24,15,7,8,11.1,110,105.2,4.8,0.167,3.5,33.9,0.099,0.161,0.13,9.7,0.714,0.711,0.098,101.06,13.8
415,Jaylen Nowell,MIN,20,15,2,13,10.1,99.7,98.5,1.2,0.194,6.33,23.2,0.016,0.065,0.038,3.7,0.387,0.471,0.165,107.46,8
415,Melvin Frazier Jr.,ORL,23,15,4,11,3.4,91.4,93.8,-2.4,0.033,0.33,4.3,0.018,0.058,0.037,13,0.471,0.48,0.164,106.98,2.2
419,Tyrone Wallace,ATL,26,14,3,11,11.5,93.9,102.3,-8.3,0.123,1.3,17.3,0.016,0.123,0.065,13.3,0.33,0.389,0.154,104.3,3.2
419,Otto Porter Jr.,CHI,27,14,5,9,23.6,110.2,107,3.2,0.113,2.27,13.4,0.036,0.108,0.07,5.9,0.529,0.55,0.201,102.09,9.5
419,Vlatko Cancar,DEN,23,14,7,7,3.2,104.1,110.1,-6,0.086,1,13,0.109,0.119,0.114,13,0.433,0.507,0.177,103.57,5.2
419,Alen Smailagic,GSW,19,14,1,13,9.9,106.2,109.2,-3,0.133,1.18,18.1,0.077,0.11,0.095,15.3,0.538,0.61,0.175,104.89,8.9
419,Andre Iguodala,MIA,36,14,7,7,18.5,103.3,106.4,-3.1,0.166,1.65,28.3,0.037,0.142,0.093,17.2,0.578,0.559,0.114,105.69,7.8
419,Drew Eubanks,SAS,23,14,8,6,9.3,104.6,119.7,-15.1,0.06,0.5,10.4,0.063,0.209,0.136,20.8,0.768,0.776,0.14,104.53,8.8
419,Rayjon Tucker,UTA,22,14,10,4,5.6,109.6,113.1,-3.5,0.032,0.67,7.7,0.023,0.157,0.083,11.5,0.421,0.448,0.124,103.33,3.5
426,Iman Shumpert,BKN,30,13,9,4,18.5,97.2,106.2,-9,0.078,1.2,13.5,0.035,0.092,0.064,11.2,0.391,0.403,0.134,99.83,3.9
426,Juan Toscano-Anderson,GSW,27,13,3,10,20.9,99.5,111.5,-12,0.144,1.63,24.3,0.031,0.163,0.093,15,0.524,0.529,0.125,100.55,7.4
426,Alize Johnson,IND,24,13,8,5,4.1,115.8,111.1,4.7,0.045,0.67,9.1,0.119,0.204,0.159,13.6,0.467,0.51,0.142,105.97,6.5
426,Victor Oladipo,IND,28,13,7,6,26,103.8,104.3,-0.5,0.176,1.39,15.8,0.021,0.094,0.059,11.3,0.457,0.5,0.265,99.59,8.7
426,Amir Coffey,LAC,23,13,7,6,7.5,106.5,109.8,-3.2,0.132,3,19.6,0.041,0.096,0.069,6.5,0.409,0.408,0.154,105.34,3.4
426,Johnathan Motley,LAC,25,13,8,5,3.2,111.1,105.4,5.7,0.308,1.6,25.8,0.077,0.189,0.132,16.1,0.767,0.774,0.235,106.16,17.2
426,Jaylen Hoard,POR,21,13,7,6,7.9,112.1,109.1,3,0.054,1,8.9,0.111,0.158,0.133,8.9,0.469,0.504,0.153,103.22,8.8
426,Marvin Bagley III,SAC,21,13,2,11,25.7,102,114.6,-12.6,0.05,0.56,4.8,0.082,0.201,0.14,8.7,0.479,0.512,0.248,101.48,9.7
434,Dean Wade,CLE,23,12,1,11,6,107,113.5,-6.5,0.039,0.67,11.1,0.038,0.213,0.123,16.7,0.769,0.744,0.091,105.19,8.9
434,Mfiondu Kabengele,LAC,22,12,9,3,5.4,104.4,103.6,0.8,0.05,1,5.3,0.017,0.159,0.089,5.3,0.578,0.614,0.242,101.34,11.2
436,Adam Mokoka,CHI,21,11,3,8,10.2,121.4,104.4,17.1,0.043,2,11.4,0.057,0.029,0.044,5.7,0.536,0.538,0.11,100.37,2.3
436,Tyler Cook,CLE,22,11,3,8,3.2,102.7,115.2,-12.5,0.05,1,6.7,0.105,0.188,0.143,6.7,0.7,0.752,0.169,105.89,12.3
436,Justise Winslow,MEM,24,11,7,4,32,106.2,99.9,6.4,0.183,1.83,21,0.043,0.154,0.098,11.4,0.411,0.44,0.19,104.72,7.4
436,Jarred Vanderbilt,MIN,21,11,6,5,4.2,90.5,113.9,-23.4,0.057,0.29,11.1,0.065,0.143,0.102,38.9,0.625,0.676,0.133,109.85,4.9
436,Johnathan Williams,WAS,25,11,6,5,12.3,98.9,116.8,-17.9,0.067,1.5,16.2,0.099,0.199,0.147,10.8,0.64,0.643,0.092,99.9,11
441,Charles Brown Jr.,ATL,23,10,1,9,4,106.9,73,33.9,0.077,0.67,7.7,0.04,0.048,0.043,11.5,0.395,0.472,0.231,104.41,7.8
441,Tremont Waters,BOS,22,10,8,2,8.9,114.3,99.5,14.8,0.185,1.2,20,0,0.089,0.047,16.7,0.386,0.438,0.216,102.21,4.7
441,Louis King,DET,21,10,3,7,6.2,109.4,98.4,11,0.125,2.5,17.2,0.015,0.141,0.076,6.9,0.476,0.448,0.163,96.85,4.3
441,Jordan Bone,DET,22,10,3,7,5.3,101.8,104.7,-2.9,0.235,4,26.7,0,0.091,0.039,6.7,0.3,0.3,0.171,98.21,1.1
441,Kadeem Allen,NYK,27,10,3,7,11.7,106.3,116.4,-10.1,0.259,2.63,27.6,0.016,0.065,0.038,10.5,0.489,0.512,0.191,103.34,8.7
441,CJ Miles,WAS,33,10,4,6,16.1,112.3,113.6,-1.3,0.091,3,14.6,0.021,0.05,0.034,4.9,0.415,0.472,0.169,109.54,4.8
447,Ignas Brazdeikis,NYK,21,9,1,8,5.9,109.7,116.8,-7.1,0.114,2,13.3,0.036,0.068,0.051,6.7,0.295,0.351,0.218,94.65,1.8
447,Moses Brown,POR,20,9,4,5,3.6,90.8,141.7,-50.9,0.048,0.33,5.6,0.073,0.324,0.187,16.7,0.4,0.407,0.2,108.15,3.2
447,Keldon Johnson,SAS,20,9,3,6,10.2,109.4,95.7,13.7,0.091,2,13.3,0.055,0.121,0.089,6.7,0.548,0.579,0.181,106.75,9.5
447,Nigel Williams-Goss,UTA,25,9,5,4,3.1,95,79.4,15.6,0.238,2.5,33.3,0.065,0.086,0.076,13.3,0.143,0.254,0.141,106.87,5
447,Justin Robinson,WAS,22,9,2,7,5.4,110.9,81,29.9,0.194,2.33,31.8,0.022,0.098,0.057,13.6,0.542,0.542,0.133,99.08,7.7
452,Khyri Thomas,DET,24,8,2,6,7.7,93.4,122.1,-28.7,0.097,1,12,0.012,0,0.007,12,0.441,0.453,0.149,95.28,-1.3
452,Michael Frazier,HOU,26,8,5,3,8.2,95.9,111.4,-15.5,0.024,0.5,5.9,0.014,0.036,0.024,11.8,0.455,0.513,0.1,107.23,-1.9
452,BJ Johnson,ORL,24,8,4,4,5.8,75.7,100,-24.3,0.095,0.67,8.3,0.017,0.093,0.053,12.5,0.306,0.344,0.182,109.49,4.8
452,Josh Magette,ORL,30,8,3,5,4.7,89.7,87.3,2.4,0.238,1,19.2,0.022,0.128,0.071,19.2,0.367,0.378,0.226,99.44,5.7
456,Mychal Mulder,GSW,26,7,3,4,29.1,113.3,107.1,6.2,0.053,1.6,9.4,0.016,0.093,0.057,5.9,0.507,0.533,0.165,99.33,5
456,Kevin Hervey,OKC,23,7,3,4,2.8,73.3,86.7,-13.3,0.1,0,8.3,0,0.1,0.043,0,0.091,0.091,0.22,110.7,-11.4
456,Zhaire Smith,PHI,21,7,3,4,4.6,102.8,115.1,-12.3,0.083,1,11.8,0,0.08,0.031,11.8,0.273,0.313,0.165,107.63,-0.8
456,Jonah Bolden,PHX,24,7,6,1,6.7,105.7,108.9,-3.2,0,0,0,0.064,0.14,0.1,13.3,0.364,0.392,0.13,105.07,0.3
460,Tacko Fall,BOS,24,6,5,1,4,103.6,90.9,12.7,0,0,0,0,0.367,0.22,18.8,0.75,0.713,0.281,109.38,20
460,Antonius Cleveland,DAL,26,6,4,2,3.7,97.9,123.9,-26,0,0,0,0,0.25,0.077,12.5,0.333,0.363,0.143,99.87,1.6
460,Gabe Vincent,MIA,24,6,4,2,6.9,90.8,97.7,-6.9,0.125,0,13.6,0,0.07,0.034,0,0.316,0.316,0.194,100.52,1.5
460,Frank Mason,MIL,26,6,5,1,8.8,88,97.4,-9.3,0.314,1.83,28.9,0.045,0.081,0.062,15.8,0.316,0.337,0.201,105.48,3.9
460,DaQuan Jeffries,SAC,22,6,1,5,3.2,89.4,83.7,5.7,0.067,0,12.5,0.036,0,0.023,0,0.5,0.5,0.137,118.91,3.4
465,Chandler Parsons,ATL,31,5,0,5,10.8,85.7,114.7,-29,0.1,1,12.5,0.015,0.12,0.06,12.5,0.389,0.389,0.15,112.87,3.8
465,Henry Ellenson,BKN,23,5,2,3,3,81.6,54.3,27.3,0.125,0,12.5,0.111,0.19,0.154,0,0.143,0.143,0.159,115.9,4.1
465,Zach Norvell Jr.,GSW,22,5,2,3,8.2,103.3,135.6,-32.3,0.091,1,16.7,0,0.207,0.086,16.7,0.375,0.402,0.147,107.05,2.6
465,Stephen Curry,GSW,32,5,1,4,27.9,108.5,123.7,-15.3,0.355,2.06,23.2,0.023,0.162,0.084,11.3,0.476,0.557,0.286,109.39,13.3
465,Brian Bowen II,IND,21,5,4,1,5.8,111.7,93.1,18.6,0,0,0,0.033,0.182,0.111,10,0.222,0.222,0.139,98.33,0.9
465,KZ Okpala,MIA,21,5,2,3,5.2,86.3,118,-31.7,0.077,1,14.3,0.038,0.16,0.098,14.3,0.6,0.595,0.102,93.32,10.3
465,Justin Patton,OKC,23,5,2,3,4.8,94.8,126.8,-32,0.111,1,14.3,0.042,0.174,0.106,14.3,0.45,0.45,0.194,112.86,2.9
465,Devon Hall,OKC,24,5,3,2,3.9,134.9,88.4,46.5,0.176,3,27.3,0,0.043,0.025,9.1,0.2,0.37,0.167,104.58,2.7
465,Vic Law,ORL,24,5,1,4,1.9,59.1,78.9,-19.9,0,0,0,0,0.111,0.045,0,0,0,0.16,105.94,-26.7
465,Paul Watson,TOR,25,5,3,2,5.2,95.1,81,14,0.238,0,35.7,0,0.143,0.061,0,0,0.056,0.123,110.5,2
465,Miye Oni,UTA,22,5,4,1,2.1,52,120,-68,0,0,0,0,0.154,0.077,33.3,0,0,0.1,112.71,-3.1
465,Jarrell Brantley,UTA,24,5,2,3,2.7,83.9,81.3,2.6,0.1,0.5,33.3,0,0.313,0.167,66.7,0,0,0.057,112.58,6.6
477,Joe Chealey,CHA,24,4,1,3,8.4,69.6,93,-23.4,0.063,0.5,9.1,0,0,0,18.2,0,0.127,0.128,100.45,-4
477,Matt Mooney,CLE,23,4,0,4,4.7,92.5,75,17.5,0.071,0,20,0,0.158,0.065,0,0.25,0.25,0.08,102.4,7.5
477,Donta Hall,DET,22,4,1,3,12,95.7,125.8,-30.1,0.071,1,18.2,0.105,0.257,0.163,18.2,0.25,0.452,0.078,93.71,3.4
477,Jarrod Uthoff,MEM,27,4,3,1,3.4,120.7,96.3,24.4,0,0,0,0.071,0,0.04,0,0.143,0.254,0.205,97.75,-3.1
477,Daryl Macon,MIA,24,4,4,0,3.5,78.6,71,7.6,0.143,0.5,16.7,0,0,0,33.3,0.5,0.5,0.167,100.43,-2.8
477,Jalen Lecque,PHX,20,4,1,3,6.6,90.9,120,-29.1,0.133,2,14.3,0,0,0,7.1,0.4,0.46,0.214,104.8,2.8
477,Shamorie Ponds,TOR,22,4,4,0,2.6,121.7,127.3,-5.5,0.4,0,25,0,0.167,0.063,0,0.7,0.765,0.222,102.05,19.1
477,Dewan Hernandez,TOR,23,4,4,0,2.8,107.7,108,-0.3,0,0,0,0.2,0.333,0.28,14.3,0.2,0.34,0.233,107.84,0
